timestamp,open,high,low,close,volume
2025-07-01 00:00:00,100.0,100.469,99.854,100.468,9960
2025-07-01 00:05:00,100.81,101.139,100.687,101.119,7773
2025-07-01 00:10:00,100.855,100.914,100.717,100.863,1303
2025-07-01 00:15:00,100.777,100.938,100.719,100.875,2959
2025-07-01 00:20:00,101.166,101.208,101.079,101.081,5938
2025-07-01 00:25:00,101.393,101.666,101.305,101.493,9094
2025-07-01 00:30:00,101.687,101.792,101.181,101.296,6025
2025-07-01 00:35:00,101.71,102.37,101.694,102.202,5000
2025-07-01 00:40:00,101.853,102.491,101.702,102.317,7579
2025-07-01 00:45:00,102.586,102.682,102.388,102.663,4452
2025-07-01 00:50:00,102.246,102.379,101.753,101.921,3998
2025-07-01 00:55:00,101.891,102.479,101.723,102.376,4053
2025-07-01 01:00:00,102.218,102.335,101.858,101.866,5697
2025-07-01 01:05:00,101.87,102.014,101.527,101.577,3351
2025-07-01 01:10:00,101.92,102.002,101.83,101.953,9185
2025-07-01 01:15:00,102.085,102.381,102.011,102.337,8609
2025-07-01 01:20:00,101.913,102.025,101.307,101.501,4682
2025-07-01 01:25:00,101.878,102.25,101.757,102.2,9789
2025-07-01 01:30:00,101.85,102.318,101.831,102.156,1596
2025-07-01 01:35:00,102.62,102.782,102.446,102.647,8271
2025-07-01 01:40:00,102.209,102.212,101.712,101.886,3180
2025-07-01 01:45:00,101.784,101.819,101.651,101.786,2194
2025-07-01 01:50:00,102.011,102.26,101.883,102.099,1898
2025-07-01 01:55:00,101.95,102.133,101.486,101.552,3625
2025-07-01 02:00:00,101.553,101.995,101.541,101.985,3298
2025-07-01 02:05:00,101.62,101.931,101.428,101.862,9509
2025-07-01 02:10:00,101.782,101.91,101.468,101.486,6261
2025-07-01 02:15:00,101.973,102.156,101.829,101.883,9987
2025-07-01 02:20:00,101.584,101.83,101.458,101.72,3119
2025-07-01 02:25:00,101.964,102.104,101.671,101.699,3488
2025-07-01 02:30:00,101.749,102.259,101.643,102.182,3790
2025-07-01 02:35:00,102.15,102.211,101.891,101.947,9626
2025-07-01 02:40:00,102.146,102.6,101.97,102.54,8621
2025-07-01 02:45:00,102.68,103.213,102.643,103.148,6923
2025-07-01 02:50:00,102.735,102.809,102.239,102.404,4396
2025-07-01 02:55:00,102.395,102.486,101.906,101.916,1287
2025-07-01 03:00:00,102.007,102.131,101.666,101.849,3717
2025-07-01 03:05:00,102.2,102.325,101.749,101.828,5525
2025-07-01 03:10:00,101.96,102.213,101.931,102.066,8196
2025-07-01 03:15:00,101.582,101.982,101.412,101.858,3758
2025-07-01 03:20:00,101.592,101.645,101.008,101.099,6882
2025-07-01 03:25:00,100.987,101.074,100.771,100.794,3919
2025-07-01 03:30:00,100.404,100.452,100.036,100.083,4226
2025-07-01 03:35:00,100.076,100.15,99.871,100.047,2658
2025-07-01 03:40:00,100.294,100.49,99.816,99.994,7969
